Name,meta_score,user_review,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre
R.U.S.E.,78,7.8,2010,1956,0.34,0.53,0.02,0.17,1.06,Strategy
Boktai 2: Solar Boy Django,78,8.2,2004,9271,0.03,0.01,0.0,0.0,0.04,Role-Playing
Iridion II,78,8.3,2003,6684,0.09,0.03,0.0,0.0,0.13,Shooter
Dropship: United Peace Force,78,8.6,2002,7430,0.05,0.04,0.0,0.01,0.1,Simulation
Luigi's Mansion,78,8.4,2001,497,2.38,0.67,0.46,0.1,3.6,Action
Zone of the Enders,78,7.1,2001,2496,0.3,0.24,0.13,0.08,0.75,Shooter
Alice in Wonderland,78,7.5,2010,1999,0.54,0.39,0.0,0.1,1.03,Adventure
Ridge Racer 7,78,7.4,2006,1498,0.24,0.7,0.16,0.26,1.37,Racing
Tropico 4,78,7.6,2011,2833,0.3,0.26,0.0,0.07,0.63,Strategy
Top Spin 3,78,7.0,2008,1091,0.43,1.16,0.0,0.27,1.86,Action
Crash Bandicoot: The Huge Adventure,78,7.9,2002,1170,0.95,0.7,0.0,0.08,1.73,Platform
Amped: Freestyle Snowboarding,78,8.2,2001,2334,0.69,0.11,0.0,0.02,0.82,Sports
Tony Hawk's Pro Skater 2x,78,7.9,2001,2828,0.41,0.19,0.0,0.03,0.63,Sports
NHL FaceOff 2001,78,,2000,3658,0.23,0.16,0.0,0.04,0.43,Sports
Titan Quest,77,7.0,2006,8482,0.01,0.04,0.0,0.01,0.06,Role-Playing
Tom Clancy's Ghost Recon: Shadow Wars,77,7.8,2011,4213,0.22,0.09,0.0,0.03,0.34,Strategy
Spider-Man: Web of Shadows,77,7.7,2008,1631,0.97,0.17,0.0,0.12,1.26,Action
Prince of Persia: The Forgotten Sands,77,7.4,2010,940,0.83,0.95,0.02,0.32,2.13,Action
Mortal Kombat: Armageddon,77,8.2,2006,1566,1.09,0.06,0.0,0.16,1.31,Fighting
Nintendo Land,77,7.9,2012,378,2.55,1.11,0.46,0.33,4.44,Misc
Sonic Generations,77,7.9,2011,409,1.77,1.83,0.03,0.53,4.17,Platform
Starhawk,77,7.8,2012,4614,0.18,0.05,0.03,0.03,0.29,Action
Devil May Cry HD Collection,77,8.4,2012,1605,0.7,0.32,0.12,0.13,1.28,Action
Mafia II,77,8.0,2010,516,1.51,1.45,0.04,0.47,3.47,Action
Etrian Mystery Dungeon,77,7.9,2015,5305,0.09,0.01,0.12,0.01,0.23,Role-Playing
Sega Rally Revo,77,7.2,2007,1504,0.22,0.87,0.0,0.27,1.36,Racing
Dance Dance Revolution Extreme,77,8.5,2004,937,1.04,0.81,0.0,0.27,2.13,Simulation
NHL 2005,77,6.1,2004,2666,0.39,0.21,0.0,0.07,0.68,Sports
Rayman 3: Hoodlum Havoc,77,8.5,2003,3496,0.25,0.17,0.0,0.05,0.46,Platform
NFL Blitz 20-02,77,8.2,2002,3468,0.28,0.15,0.0,0.04,0.46,Sports
Kinetica,77,8.3,2001,4393,0.16,0.12,0.0,0.04,0.32,Racing
Birds of Steel,77,8.2,2012,3794,0.21,0.13,0.02,0.05,0.41,Simulation
Call of Cthulhu: Dark Corners of the Earth,77,7.9,2005,8594,0.05,0.01,0.0,0.0,0.06,Adventure
NBA Live 09,77,7.6,2008,1007,1.51,0.22,0.06,0.22,2.01,Sports
Sherlock Holmes: Crimes & Punishments,77,7.2,2014,3119,0.17,0.3,0.0,0.08,0.54,Adventure
ArmA II,77,7.5,2009,6636,0.0,0.12,0.0,0.03,0.14,Shooter
Street Fighter V,77,3.4,2016,2247,0.35,0.31,0.08,0.13,0.87,Fighting
Angry Birds,77,3.6,2011,5157,0.0,0.18,0.0,0.05,0.24,Puzzle
Tony Hawk's American Wasteland,77,7.9,2005,1505,1.01,0.3,0.0,0.07,1.36,Sports
Final Fantasy IV: The Complete Collection,77,8.9,2011,3067,0.13,0.09,0.27,0.06,0.56,Role-Playing
Field Commander,77,7.9,2006,6272,0.14,0.0,0.0,0.01,0.16,Strategy
Hamtaro: Ham-Ham Games,77,8.3,2004,5357,0.16,0.06,0.0,0.0,0.22,Sports
I-Ninja,77,8.0,2003,3071,0.31,0.19,0.0,0.05,0.56,Platform
Harry Potter and the Chamber of Secrets,77,7.9,2002,150,3.66,3.18,0.11,0.68,7.64,Action
Alone in the Dark: The New Nightmare,77,7.7,2001,6260,0.09,0.06,0.0,0.01,0.16,Adventure
Tenchu 2: Birth of the Stealth Assassins,77,8.7,2000,2988,0.32,0.22,0.0,0.04,0.58,Action
Army Men: Air Combat,77,7.4,2000,5133,0.19,0.05,0.0,0.0,0.24,Action
Pokemon Snap,77,7.7,1999,493,2.23,0.68,0.66,0.06,3.63,Simulation
FIFA World Cup: Germany 2006,77,7.4,2006,10089,0.02,0.01,0.0,0.0,0.03,Sports
Rune Factory 2: A Fantasy Harvest Moon,77,8.1,2008,3131,0.33,0.03,0.15,0.03,0.54,Role-Playing
Shadows of the Damned,77,8.2,2011,3442,0.21,0.15,0.05,0.06,0.47,Action
The Godfather,77,7.8,2006,1891,0.89,0.03,0.01,0.15,1.09,Action
Crysis 3,77,6.7,2013,782,0.94,1.15,0.04,0.35,2.46,Shooter
Mega Man Zero 3,77,8.8,2004,5379,0.16,0.06,0.0,0.0,0.22,Platform
Men of War: Assault Squad,77,8.0,2011,8926,0.01,0.03,0.0,0.01,0.05,Strategy
Singularity,77,7.7,2010,2889,0.41,0.13,0.01,0.06,0.61,Shooter
Command & Conquer 3: Kane's Wrath,77,7.6,2008,4963,0.16,0.07,0.0,0.02,0.26,Strategy
Killzone: Liberation,77,8.0,2006,2215,0.44,0.28,0.0,0.18,0.89,Shooter
MotorStorm: Apocalypse,77,7.9,2011,3352,0.21,0.2,0.0,0.08,0.49,Racing
True Crime: Streets of LA,77,7.4,2003,304,3.29,1.53,0.02,0.38,5.21,Action
MTV Music Generator 2,77,8.4,2001,6339,0.08,0.06,0.0,0.02,0.15,Misc
Taiko Drum Master,77,8.1,2004,5591,0.1,0.08,0.0,0.03,0.2,Misc
Quantum Break,77,6.4,2016,3255,0.27,0.19,0.01,0.04,0.51,Action
Hearts of Iron III,77,7.1,2009,8436,0.01,0.04,0.0,0.01,0.07,Strategy
Naruto Shippuden: Ultimate Ninja Storm 3,77,7.7,2013,1406,0.61,0.5,0.16,0.19,1.47,Fighting
Supreme Commander 2,77,6.6,2010,3135,0.23,0.25,0.0,0.07,0.54,Strategy
Turok 3: Shadow of Oblivion,77,7.0,2000,6083,0.12,0.05,0.0,0.0,0.17,Shooter
Kirby 64: The Crystal Shards,77,8.2,2000,1139,0.63,0.06,1.03,0.04,1.77,Platform
Spec Ops: The Line,77,8.2,2012,1672,0.51,0.53,0.04,0.16,1.23,Shooter
Sid Meier's Railroads!,77,5.6,2006,9490,0.01,0.03,0.0,0.01,0.04,Simulation
WordJong,77,7.7,2007,6225,0.13,0.01,0.0,0.01,0.16,Puzzle
The Godfather: Blackhand Edition,77,8.4,2007,6241,0.14,0.0,0.0,0.01,0.16,Adventure
Heroes of Might and Magic V,77,8.0,2006,9666,0.0,0.03,0.0,0.01,0.04,Strategy
Operation Flashpoint: Dragon Rising,77,6.3,2009,1066,0.6,0.94,0.07,0.28,1.9,Shooter
Stranglehold,77,7.5,2007,1835,0.64,0.36,0.01,0.12,1.12,Shooter
Transformers: Devastation,77,7.5,2015,2967,0.28,0.23,0.0,0.08,0.58,Action
Lost Horizon,77,7.5,2010,6988,0.0,0.1,0.0,0.02,0.12,Adventure
Etrian Odyssey III: The Drowned City,77,8.4,2010,4282,0.13,0.0,0.19,0.01,0.33,Role-Playing
Fantasia: Music Evolved,77,7.5,2014,5414,0.16,0.04,0.0,0.02,0.22,Misc
EverQuest Online Adventures: Frontiers,77,8.1,2003,5730,0.09,0.07,0.0,0.02,0.19,Role-Playing
Monster Rancher 4,77,8.5,2003,4216,0.08,0.06,0.19,0.02,0.34,Simulation
Monster Rancher 3,77,8.5,2001,4115,0.11,0.09,0.14,0.03,0.36,Simulation
LEGO Harry Potter: Years 5-7,77,7.4,2011,308,2.4,2.15,0.0,0.63,5.17,Action
Downstream Panic!,77,8.0,2008,10169,0.03,0.0,0.0,0.0,0.03,Action
Mega Man Zero 4,77,8.7,2005,7279,0.08,0.03,0.0,0.0,0.11,Platform
Soul Sacrifice,77,8.2,2013,3061,0.18,0.09,0.22,0.06,0.56,Role-Playing
Need for Speed Carbon,77,7.6,2006,215,3.55,2.14,0.12,0.59,6.42,Racing
Champions: Return to Arms,77,8.1,2005,2772,0.32,0.25,0.0,0.08,0.65,Role-Playing
Second Sight,77,7.8,2004,4929,0.16,0.08,0.0,0.02,0.26,Adventure
Tom Clancy's EndWar,77,7.1,2008,1130,1.08,0.5,0.02,0.21,1.79,Strategy
Guilty Gear XX Accent Core,77,8.4,2007,8088,0.03,0.0,0.04,0.0,0.08,Fighting
Final Fantasy XI: Chains of Promathia,77,8.4,2004,5078,0.12,0.09,0.0,0.03,0.25,Role-Playing
All-Star Baseball 2002,77,7.0,2001,2445,0.44,0.25,0.0,0.08,0.78,Sports
NCAA Football 14,77,6.2,2013,1080,1.76,0.0,0.0,0.12,1.87,Sports
Evolve,77,4.6,2015,1158,0.78,0.71,0.05,0.22,1.75,Shooter
Borderlands: The Pre-Sequel,77,6.6,2014,1183,0.82,0.63,0.06,0.2,1.71,Shooter
Risen,77,7.3,2009,4260,0.07,0.22,0.0,0.04,0.33,Role-Playing
X-Men Origins: Wolverine,77,7.7,2009,2329,0.6,0.1,0.0,0.12,0.82,Action
Donkey Kong Country 3,77,8.2,2005,2463,0.45,0.17,0.14,0.01,0.77,Platform
The Gunstringer,77,8.0,2011,3766,0.26,0.11,0.0,0.04,0.41,Shooter
Doom 3: Resurrection of Evil,77,8.9,2005,2599,0.53,0.15,0.0,0.03,0.71,Shooter
Outlaw Volleyball,77,7.4,2003,4907,0.19,0.06,0.0,0.01,0.26,Sports
RalliSport Challenge,77,6.9,2002,3013,0.39,0.16,0.0,0.02,0.57,Racing
Makai Kingdom: Chronicles of the Sacred Tome,77,8.5,2005,6901,0.06,0.05,0.0,0.02,0.12,Role-Playing
Broken Sword 5: The Serpent's Curse,77,7.2,2015,8296,0.0,0.07,0.0,0.01,0.07,Adventure
ZombiU,77,7.8,2012,1926,0.53,0.4,0.06,0.09,1.07,Action
BlazBlue: Continuum Shift II,77,6.5,2011,5186,0.08,0.03,0.11,0.02,0.24,Fighting
Shining Force: Resurrection of the Dark Dragon,77,8.7,2004,7826,0.06,0.02,0.0,0.0,0.08,Role-Playing
Tiger Woods PGA Tour 14,77,5.2,2013,2504,0.37,0.28,0.0,0.1,0.75,Sports
Guitar Hero: Warriors of Rock,77,7.2,2010,700,1.28,1.11,0.0,0.31,2.7,Misc
Guilty Gear Judgment,77,6.7,2006,6253,0.13,0.0,0.02,0.01,0.16,Fighting
TERA,77,6.8,2012,3751,0.24,0.12,0.0,0.05,0.41,Role-Playing
Disney's Kim Possible 2: Drakken's Demise,77,8.0,2004,2716,0.47,0.17,0.0,0.01,0.66,Platform
Brute Force,77,8.0,2003,2313,0.62,0.18,0.01,0.03,0.83,Shooter
Just Dance 4,77,7.8,2012,114,5.52,2.67,0.0,0.73,8.93,Misc
Trauma Center: New Blood,77,8.1,2007,4572,0.22,0.04,0.01,0.03,0.3,Simulation
Mercury Meltdown Revolution,77,7.6,2007,5942,0.16,0.0,0.0,0.01,0.18,Action
Dead to Rights,77,7.4,2002,875,1.32,0.72,0.0,0.2,2.24,Shooter
Dragon Ball Z: Budokai 3,77,8.8,2004,1047,1.09,0.15,0.65,0.04,1.94,Fighting
Sniper Elite,77,7.8,2005,3687,0.25,0.13,0.0,0.03,0.42,Shooter
New Super Luigi U,77,8.0,2013,886,1.27,0.62,0.18,0.16,2.22,Platform
FIFA Street,77,7.3,2012,707,0.55,1.72,0.0,0.39,2.68,Sports
Tiger Woods PGA Tour 13,77,5.6,2012,1949,0.53,0.4,0.0,0.13,1.06,Sports
Tropico 5,76,7.0,2015,3339,0.1,0.28,0.05,0.06,0.49,Simulation
Rugby 06,76,,2006,8433,0.03,0.02,0.0,0.01,0.07,Sports
Destiny,76,5.8,2014,64,6.59,4.12,0.28,1.62,12.61,Shooter
Mechanic Master,76,,2008,7120,0.1,0.0,0.0,0.01,0.11,Puzzle
Yu-Gi-Oh! World Championship 2007,76,7.7,2007,8863,0.0,0.01,0.04,0.0,0.05,Strategy
Green Day: Rock Band,76,7.0,2010,1701,0.65,0.41,0.0,0.14,1.21,Misc
NBA Inside Drive 2002,76,7.8,2002,4050,0.28,0.08,0.0,0.01,0.37,Sports
MX 2002 Featuring Ricky Carmichael,76,8.5,2001,2280,0.48,0.28,0.0,0.07,0.85,Racing
Rayman Raving Rabbids,76,7.3,2006,1121,1.54,0.1,0.02,0.14,1.81,Misc
Battlestations: Midway,76,7.6,2007,4861,0.21,0.03,0.0,0.02,0.27,Strategy
FlatOut 2,76,7.8,2006,5703,0.11,0.07,0.0,0.02,0.2,Racing
Persona 4: Dancing All Night,76,5.4,2015,3494,0.13,0.1,0.15,0.07,0.46,Misc
Karaoke Revolution Volume 2,76,7.0,2004,5261,0.11,0.09,0.0,0.03,0.23,Misc
Dokuro,76,7.9,2012,11288,0.0,0.0,0.01,0.0,0.01,Action
Heroes of the Pacific,76,8.0,2005,3612,0.24,0.16,0.0,0.04,0.44,Simulation
Blood Omen 2,76,8.2,2002,2822,0.37,0.2,0.0,0.06,0.63,Action
Mario vs. Donkey Kong 2: March of the Minis,76,7.9,2006,1723,0.74,0.03,0.36,0.07,1.2,Puzzle
Dance Dance Revolution Extreme 2,76,8.8,2005,1811,0.95,0.04,0.0,0.16,1.14,Simulation
The Sims 2: Pets,76,7.4,2006,438,1.77,1.44,0.0,0.77,3.98,Simulation
Silent Hill 4: The Room,76,7.9,2004,2654,0.39,0.23,0.0,0.07,0.69,Action
Pokemon Art Academy,76,7.7,2014,3342,0.18,0.12,0.16,0.03,0.49,Misc
LEGO Star Wars III: The Clone Wars,76,7.4,2011,157,3.95,2.81,0.0,0.82,7.56,Action
Tony Hawk's Downhill Jam,76,7.0,2006,3488,0.41,0.0,0.0,0.04,0.46,Sports
Total War: Rome II,76,4.3,2013,2485,0.12,0.53,0.0,0.11,0.76,Strategy
Wolfenstein: The Old Blood,76,7.6,2015,2764,0.16,0.4,0.02,0.07,0.65,Action
Dead or Alive 5,76,7.8,2012,1391,0.55,0.44,0.35,0.16,1.48,Fighting
Major League Baseball 2K10,76,6.5,2010,1470,1.2,0.09,0.0,0.11,1.41,Sports
Pirates of the Burning Sea,76,7.6,2008,10497,0.0,0.01,0.0,0.0,0.02,Role-Playing
Gradius Collection,76,8.0,2006,8679,0.04,0.0,0.02,0.0,0.06,Shooter
Peggle Nights,76,7.6,2008,10460,0.0,0.01,0.0,0.0,0.02,Puzzle
Ratchet & Clank: Into the Nexus,76,8.2,2013,2588,0.3,0.29,0.0,0.11,0.71,Shooter
MySims Kingdom,76,7.4,2008,593,1.52,1.25,0.02,0.34,3.11,Simulation
Mat Hoffman's Pro BMX 2,76,8.2,2002,2266,0.52,0.27,0.0,0.07,0.86,Sports
Ratchet & Clank Future: Quest for Booty,76,7.3,2008,7624,0.01,0.06,0.0,0.02,0.09,Platform
Burnout Dominator,76,8.0,2007,3513,0.02,0.38,0.01,0.06,0.46,Racing
Puzzle Quest: Galactrix,76,6.9,2009,6194,0.15,0.0,0.0,0.01,0.16,Puzzle
Pokken Tournament,76,7.3,2016,2143,0.47,0.22,0.16,0.07,0.93,Fighting
Mario & Sonic at the Olympic Winter Games,76,7.7,2009,137,3.11,3.65,0.49,0.86,8.1,Sports
UEFA Euro 2004: Portugal,76,6.9,2004,5763,0.11,0.06,0.0,0.02,0.19,Sports
Spyro 2: Season of Flame,76,7.1,2002,1288,0.85,0.65,0.0,0.08,1.58,Platform
Harvest Moon: Save the Homeland,76,8.6,2001,3853,0.19,0.15,0.0,0.05,0.4,Simulation
Boxing Fever,76,,2001,8089,0.06,0.02,0.0,0.0,0.08,Sports
Toy Story Racer,76,8.3,2001,6404,0.08,0.06,0.0,0.01,0.15,Racing
Star Trek: Invasion,76,7.6,2000,4927,0.15,0.1,0.0,0.02,0.26,Simulation
Call of Duty: Finest Hour,76,7.7,2004,370,2.6,1.6,0.01,0.29,4.5,Shooter
The Suffering: Ties That Bind,76,7.9,2005,4975,0.16,0.09,0.0,0.02,0.26,Action
The Club,76,6.4,2008,3318,0.29,0.17,0.0,0.05,0.5,Shooter
Kirby Super Star Ultra,76,8.8,2008,633,1.57,0.04,1.19,0.15,2.96,Platform
SingStar Vol. 2,76,,2008,2345,0.29,0.4,0.0,0.13,0.82,Misc
Phantasy Star Collection,76,8.2,2002,7067,0.08,0.03,0.0,0.0,0.11,Role-Playing
Beach Spikers: Virtua Beach Volleyball,76,8.3,2002,7314,0.08,0.02,0.0,0.0,0.1,Sports
MVP 06 NCAA Baseball,76,8.4,2006,1908,0.87,0.09,0.0,0.11,1.09,Sports
ATV Offroad Fury Pro,76,7.5,2006,3491,0.37,0.04,0.0,0.05,0.46,Racing
The Saboteur,76,8.0,2009,1938,0.46,0.48,0.0,0.14,1.07,Action
Kingdom Hearts: Chain of Memories,76,8.7,2004,1102,1.26,0.18,0.35,0.06,1.85,Role-Playing
Rhythm Thief & the Emperor's Treasure,76,8.1,2012,4883,0.07,0.07,0.12,0.01,0.27,Misc
Your Shape: Fitness Evolved 2013,76,6.5,2012,6564,0.06,0.07,0.0,0.01,0.14,Action
Star Fox Command,76,7.0,2006,3153,0.39,0.01,0.1,0.04,0.54,Shooter
Battle Engine Aquila,76,7.8,2003,8915,0.03,0.01,0.0,0.0,0.05,Shooter
Mega Man Legends 2,76,8.8,2000,3705,0.17,0.12,0.1,0.03,0.42,Adventure
Spider-Man: Shattered Dimensions,76,7.8,2010,1658,0.8,0.32,0.0,0.12,1.24,Action
WWE Day of Reckoning 2,76,6.1,2005,4228,0.26,0.07,0.0,0.01,0.34,Fighting
Kung Fu Panda,76,7.2,2008,214,3.42,1.96,0.0,1.02,6.42,Action
Samurai Warriors 4,76,7.7,2014,2869,0.08,0.07,0.43,0.03,0.61,Action
Tetris Party Deluxe,76,6.4,2010,1513,0.63,0.47,0.14,0.12,1.36,Puzzle
The Bard's Tale,76,7.7,2004,4458,0.18,0.1,0.0,0.03,0.31,Role-Playing
Lemmings,76,7.3,2006,2242,0.12,0.52,0.0,0.23,0.87,Puzzle
NHL Slapshot,76,8.5,2010,3656,0.4,0.0,0.0,0.02,0.43,Sports
Red Orchestra 2: Heroes of Stalingrad,76,7.3,2011,6659,0.04,0.07,0.0,0.02,0.14,Shooter
Naruto Shippuden: Ultimate Ninja Storm 2,76,8.4,2010,1004,0.85,0.74,0.16,0.25,2.01,Fighting
Jade Cocoon 2,76,7.9,2001,7549,0.05,0.04,0.0,0.01,0.1,Role-Playing
WWF SmackDown! Just Bring It,76,7.3,2001,674,1.19,1.15,0.04,0.41,2.79,Fighting
Destroy All Humans!,76,7.9,2005,1478,1.12,0.14,0.0,0.15,1.4,Shooter
Aliens: Infestation,76,8.2,2011,5897,0.1,0.06,0.0,0.02,0.18,Action
Battlestations: Pacific,76,7.9,2009,4074,0.17,0.14,0.01,0.03,0.36,Strategy
Manhunt,76,8.0,2003,1404,0.77,0.53,0.0,0.17,1.47,Action
Race Driver: Create & Race,76,7.0,2007,10744,0.01,0.0,0.0,0.0,0.02,Racing
Mega Man ZX,76,8.9,2006,4533,0.18,0.0,0.1,0.02,0.3,Platform
Battalion Wars,76,8.6,2005,3828,0.25,0.07,0.07,0.01,0.4,Strategy
Super Mario Strikers,76,8.6,2005,1270,0.98,0.38,0.2,0.04,1.61,Sports
Mario Superstar Baseball,76,8.4,2005,1416,0.93,0.24,0.25,0.04,1.46,Sports
Order Up!,76,8.5,2008,5428,0.19,0.01,0.0,0.02,0.22,Misc
Hyrule Warriors,76,8.3,2014,1206,0.77,0.54,0.24,0.13,1.68,Action
Stuntman: Ignition,76,6.6,2007,1443,0.55,0.68,0.0,0.2,1.44,Racing
Batman: Arkham Origins,76,7.6,2013,325,2.55,1.73,0.04,0.64,4.97,Action
Phantom Brave: We Meet Again,76,8.2,2009,6765,0.12,0.0,0.01,0.01,0.13,Role-Playing
Midtown Madness 3,76,8.2,2003,4530,0.23,0.07,0.0,0.01,0.3,Racing
Summoner 2,76,8.4,2002,5508,0.1,0.08,0.0,0.03,0.21,Role-Playing
NBA Live 2002,76,7.3,2001,683,1.55,0.93,0.0,0.29,2.78,Sports
SingStar Amped,76,,2007,3477,0.23,0.18,0.0,0.06,0.46,Misc
Wii Sports,76,8.1,2006,1,41.49,29.02,3.77,8.46,82.74,Sports
The Sims 2: Nightlife,76,6.8,2005,1616,1.22,0.05,0.0,0.0,1.27,Simulation
Konami Classics Series: Arcade Hits,76,,2007,10156,0.01,0.0,0.02,0.0,0.03,Misc
"Warhammer 40,000: Space Marine",76,7.6,2011,1675,0.47,0.61,0.0,0.18,1.23,Shooter
Scene It? Box Office Smash,76,7.4,2008,2718,0.33,0.25,0.0,0.07,0.66,Misc
Worms,76,7.4,2009,9094,0.0,0.04,0.0,0.01,0.05,Strategy
Suikoden V,76,8.8,2006,4133,0.08,0.06,0.19,0.02,0.35,Role-Playing
The King of Fighters 02/03,76,8.6,2005,7466,0.05,0.04,0.0,0.01,0.1,Fighting
Demigod,76,7.7,2009,10479,0.0,0.02,0.0,0.0,0.02,Strategy
TouchMaster 2,76,,2008,2185,0.3,0.49,0.0,0.1,0.9,Puzzle
Sports Champions,76,7.8,2010,455,2.12,1.14,0.1,0.51,3.87,Sports
Mortal Kombat vs. DC Universe,76,7.2,2008,443,3.01,0.54,0.0,0.38,3.93,Fighting
Jak X: Combat Racing,76,7.9,2005,3113,0.45,0.02,0.0,0.07,0.55,Racing
Midway Arcade Treasures,76,7.8,2003,978,1.18,0.67,0.0,0.2,2.06,Misc
BloodRayne,76,8.0,2002,2520,0.45,0.23,0.0,0.06,0.74,Shooter
Star Wars Starfighter: Special Edition,76,8.3,2001,3703,0.3,0.1,0.0,0.02,0.42,Simulation
Tak: The Great Juju Challenge,75,8.0,2005,3367,0.38,0.1,0.0,0.01,0.48,Platform
Stubbs the Zombie in Rebel Without a Pulse,75,7.6,2005,7295,0.08,0.02,0.0,0.0,0.11,Action
MX vs. ATV Reflex,75,6.9,2009,1001,1.35,0.44,0.0,0.22,2.02,Racing
Capcom Classics Collection Reloaded,75,8.3,2006,4283,0.26,0.0,0.03,0.03,0.33,Misc
WWE 2K14,75,7.6,2013,834,1.13,0.88,0.0,0.31,2.32,Sports
Resident Evil: The Umbrella Chronicles,75,7.6,2007,1327,0.68,0.43,0.29,0.14,1.54,Action
Serious Sam,75,8.2,2002,6397,0.11,0.03,0.0,0.01,0.15,Shooter
Atari Anniversary Advance,75,,2002,5969,0.13,0.05,0.0,0.0,0.18,Misc
Armored Core 2: Another Age,75,8.5,2001,3800,0.11,0.08,0.19,0.03,0.41,Simulation
Top Spin 2,75,7.0,2006,5424,0.2,0.01,0.0,0.01,0.22,Sports
Nanostray 2,75,7.8,2008,9055,0.03,0.01,0.0,0.0,0.05,Shooter
Mega Man X Collection,75,8.9,2006,4030,0.22,0.12,0.0,0.03,0.37,Misc
Battalion Wars 2,75,7.8,2007,4125,0.22,0.03,0.08,0.02,0.35,Strategy
Buzz! The Mega Quiz,75,8.7,2007,2217,0.32,0.06,0.0,0.5,0.88,Misc
Red Faction: Armageddon,75,7.1,2011,2131,0.43,0.35,0.04,0.12,0.94,Shooter
Paper Mario: Sticker Star,75,5.5,2012,858,1.12,0.39,0.64,0.12,2.27,Role-Playing
Kingdom Hearts 3D: Dream Drop Distance,75,8.3,2012,1286,0.88,0.26,0.34,0.09,1.58,Action
Port Royale 2,75,7.8,2004,9675,0.0,0.03,0.0,0.01,0.04,Strategy
Sabre Wulf,75,8.3,2004,10007,0.02,0.01,0.0,0.0,0.03,Platform
Dragon Ball Z: The Legacy of Goku II,75,8.5,2003,1897,0.78,0.29,0.0,0.02,1.09,Role-Playing
Ready 2 Rumble Boxing: Round 2,75,7.4,2000,1304,0.88,0.56,0.0,0.13,1.57,Fighting
S.T.A.L.K.E.R.: Clear Sky,75,7.7,2008,9501,0.0,0.03,0.0,0.01,0.04,Shooter
Disney Infinity,75,6.8,2013,314,3.13,1.48,0.0,0.5,5.12,Action
NCAA Basketball 10,75,7.7,2009,2776,0.61,0.0,0.0,0.05,0.65,Sports
Sly Cooper: Thieves in Time,75,8.1,2013,2328,0.51,0.19,0.0,0.13,0.83,Platform
Baten Kaitos Origins,75,8.5,2006,7315,0.06,0.02,0.02,0.0,0.1,Role-Playing
Resident Evil: The Darkside Chronicles,75,7.8,2009,1919,0.48,0.32,0.2,0.09,1.08,Action
Chicken Run,75,7.2,2000,6750,0.07,0.05,0.0,0.01,0.13,Adventure
Dreamfall: The Longest Journey,75,8.5,2006,9620,0.03,0.01,0.0,0.0,0.04,Adventure
Ace Combat X: Skies of Deception,75,8.4,2006,2047,0.37,0.31,0.12,0.19,0.99,Simulation
F.E.A.R. 3,75,6.7,2011,1945,0.55,0.36,0.02,0.14,1.06,Shooter
Dementium II,75,8.4,2010,6999,0.09,0.02,0.0,0.01,0.12,Shooter
Dante's Inferno,75,7.8,2010,895,1.39,0.51,0.07,0.23,2.2,Action
Evil Genius,75,8.3,2004,10502,0.0,0.01,0.0,0.0,0.02,Strategy
Buffy the Vampire Slayer: Chaos Bleeds,75,8.3,2003,4297,0.2,0.11,0.0,0.02,0.33,Action
Sonic Mega Collection,75,8.6,2002,980,1.47,0.48,0.05,0.06,2.05,Misc
Le Mans 24 Hours,75,7.2,2001,5644,0.09,0.07,0.02,0.02,0.2,Racing
Etrian Odyssey,75,8.5,2007,4244,0.2,0.03,0.09,0.02,0.34,Role-Playing
WWE All Stars,75,7.0,2011,1369,0.77,0.53,0.0,0.18,1.5,Fighting
Dance Dance Revolution Ultramix 3,75,8.6,2005,3943,0.28,0.08,0.0,0.01,0.38,Simulation
Two Worlds II,75,6.6,2011,1692,0.75,0.28,0.09,0.12,1.22,Role-Playing
The House of the Dead: Overkill - Extended Cut,75,7.4,2011,3985,0.15,0.17,0.0,0.06,0.38,Shooter
DiRT Showdown,75,6.3,2012,3653,0.1,0.27,0.0,0.06,0.43,Racing
NBA 08,75,6.8,2007,4619,0.21,0.05,0.0,0.03,0.29,Sports
City Life: World Edition,75,7.5,2007,9196,0.0,0.04,0.0,0.01,0.05,Simulation
Bust-A-Move DS,75,7.3,2005,7074,0.08,0.02,0.0,0.01,0.11,Puzzle
Legacy of Kain: Defiance,75,8.5,2003,2554,0.4,0.25,0.0,0.08,0.73,Action
Star Wars Rogue Squadron III: Rebel Strike,75,7.6,2003,2378,0.62,0.16,0.0,0.02,0.8,Simulation
The Sims: Vacation,75,7.8,2002,601,1.72,1.21,0.0,0.14,3.07,Simulation
World Driver Championship,75,8.2,1999,6123,0.14,0.03,0.0,0.0,0.17,Racing
Def Jam Rapstar,75,6.4,2010,2079,0.81,0.1,0.0,0.07,0.97,Misc
Rugby 2005,75,8.2,2005,6677,0.08,0.04,0.0,0.01,0.14,Sports
Zone of the Enders HD Collection,75,7.8,2012,2829,0.35,0.12,0.1,0.07,0.63,Simulation
Ridge Racer 3D,75,7.4,2011,3298,0.19,0.15,0.12,0.03,0.5,Racing
Art Academy,75,7.7,2010,743,0.28,1.68,0.33,0.28,2.57,Misc
Bloody Roar: Primal Fury,75,8.3,2002,5915,0.14,0.04,0.0,0.0,0.18,Fighting
SingStar Country,75,,2008,4766,0.14,0.11,0.0,0.04,0.28,Misc
Black & White 2,75,7.2,2005,7796,0.01,0.07,0.0,0.01,0.09,Strategy
